idx,image,start_s,dur_s,transition,blur,intro,outro,kb_s0,kb_s1,kb_x0,kb_x1,kb_y0,kb_y1
197,hinh-anh-lien-quan-64.jpg,2318.700,9.600,dissolve,3,,,0.739503,0.876256,0.063202,-0.063202,0.066671,-0.066671
198,12.jpg,2328.300,15.100,glitch,3,,,0.872479,0.872479,0.000000,0.000000,-0.070344,0.070344
199,hinh-anh-lien-quan-29.jpg,2343.400,10.700,glitch,3,,,0.753548,0.826898,-0.115922,0.115922,0.120215,-0.120215
200,hinh-nen-pubg-dep-14.jpg,2354.100,13.000,flip-ii,3,,,0.878475,0.763349,0.000000,0.000000,0.000000,0.000000
201,hinh-nen-ashe-dep-22.jpg,2367.100,13.400,whirlpool,3,,,0.758958,0.835194,0.000000,0.000000,0.000000,0.000000
202,hinh-nen-game-full-hd_061017467.jpg,2380.500,11.700,split,3,,,0.840588,0.840588,-0.128143,0.128143,0.000000,0.000000
203,hinh-anh-lien-quan-2.jpg,2392.200,8.100,gradient-wipe,3,,,0.768940,0.900633,-0.062229,0.062229,-0.066602,0.066602
204,hinh-anh-lien-quan-63.jpg,2400.300,16.900,black-fade,3,,,0.895543,0.776138,0.057215,-0.057215,-0.061018,0.061018
205,b91f24fbc34e8a94323d081cdc40b433.jpg,2417.200,10.500,glitch,3,,,0.788697,0.910376,0.042251,-0.042251,0.042251,-0.042251
206,0106_hinh-nen-4k-may-tinh15-scaled.jpg,2427.700,15.700,split,3,,,0.737942,0.737942,0.000000,0.000000,-0.138562,0.138562
207,hinh-anh-lien-quan-1.jpg,2443.400,16.600,blur,3,,,0.774549,0.910085,-0.045464,0.045464,0.049031,-0.049031
208,hinh-nen-laptop-full-hd_061018311.jpg,2460.000,14.500,whirlpool,3,,,0.801771,0.732148,0.000000,0.000000,0.000000,0.000000
209,hinh-nen-ashe-dep-20.jpg,2474.500,7.600,gradient-wipe,3,,,0.734446,0.825956,0.000000,0.000000,0.000000,0.000000
210,hinh-anh-miss-fortune-24.jpg,2482.100,15.600,flip-ii,3,,,0.840927,0.840927,-0.079132,0.079132,0.000000,0.000000
211,hinh-nen-truy-kich-CrossFire-10.jpg,2497.700,7.800,whirlpool,3,,,0.745567,0.831263,-0.139654,0.139654,-0.139654,0.139654
212,hinh-nen-ahri-dep-36.jpg,2505.500,12.800,blur,3,,,0.855965,0.766010,0.072869,-0.072869,-0.072869,0.072869
213,anh-nen-game_061013217.jpg,2518.300,12.400,glitch,3,,,0.792676,0.911815,0.047028,-0.047028,0.047028,-0.047028
214,top-khach-san-tot-nhat-sapa.jpg,2530.700,11.400,dissolve,3,,,0.878130,0.878130,0.000000,0.000000,-0.072116,0.072116
215,hinh-nen-thien-nhien-sa-mac_105624276.jpeg,2542.100,9.900,dissolve,3,,,0.730296,0.825951,-0.093898,0.093898,0.093898,-0.093898
216,hinh-anh-lien-quan-9.jpg,2552.000,13.100,dissolve,3,,,0.912076,0.787889,0.000000,0.000000,0.000000,0.000000
217,hinh-nen-truy-kich-CrossFire-13.jpg,2565.100,7.600,gradient-wipe,3,,,0.751904,0.854567,0.000000,0.000000,0.000000,0.000000
218,hinh-nen-hacker-lam-viec_013826813.jpg,2572.700,11.200,whirlpool,3,,,0.829877,0.829877,-0.140025,0.140025,0.000000,0.000000
219,hinh-nen-cf-dep-18.jpg,2583.900,11.900,gradient-wipe,3,,,0.773146,0.837025,-0.119943,0.119943,-0.119943,0.119943
220,db501f060e705316d892f258a79876b3.jpg,2595.800,15.500,whirlpool,3,,,0.907029,0.786632,0.043338,-0.043338,-0.043338,0.043338
221,hinh-nen-cf-dep-21.jpg,2611.300,14.500,black-fade,3,,,0.796181,0.873572,0.107319,-0.107319,0.107681,-0.107681
222,hinh-anh-xin-zhao-18.jpg,2625.800,11.500,glitch,3,,,0.861108,0.861108,0.000000,0.000000,-0.105060,0.105060
223,hinh-anh-miss-fortune-17.jpg,2637.300,7.700,blur,3,,,0.778276,0.912519,-0.058340,0.058340,0.058340,-0.058340
224,hinh-anh-lien-quan-28.jpg,2645.000,12.000,black-fade,3,,,0.825161,0.738845,0.000000,0.000000,0.000000,0.000000
225,hinh-anh-lien-quan-3.jpg,2657.000,11.600,dissolve-ii,3,,,0.785521,0.893257,0.000000,0.000000,0.000000,0.000000
226,hinh-nen-games-5.jpg,2668.600,12.100,page-turning,3,,,0.880698,0.880698,-0.081994,0.081994,0.000000,0.000000
227,len-tay-bac-ngam-hoa-dao-hoa-man-djp-tet-nguyen-dan.jpg,2680.700,9.000,blur,3,,,0.790661,0.886679,-0.095983,0.095983,-0.095983,0.095983
228,36e102f9b8e480f7b844a9bc54dfd29b.jpg,2689.700,10.700,glitch,3,,,0.878786,0.805203,0.093594,-0.093594,-0.093594,0.093594
229,hinh-nen-ashe-dep-14.jpg,2700.400,9.900,split,3,,,0.783686,0.899079,0.049545,-0.049545,0.049545,-0.049545
230,hinh-nen-games-9.jpg,2710.300,9.000,whirlpool,3,,,0.726850,0.726850,0.000000,0.000000,-0.177136,0.177136
231,hinh-nen-dragon-ball-day-mau-sac_111005303.jpg,2719.300,10.000,flip-ii,3,,,0.757706,0.873491,-0.102083,0.102083,0.102083,-0.102083
232,hinh-nen-ahri-dep-7.jpg,2729.300,10.300,whirlpool,3,,,0.892975,0.764936,0.000000,0.000000,0.000000,0.000000
233,5.jpg,2739.600,11.000,dissolve-ii,3,,,0.843407,0.907258,0.000000,0.000000,0.000000,0.000000
234,hinh-nen-dragon-ball-cuoi-can-dau-van_111004803.jpg,2750.600,10.900,dissolve,3,,,0.827317,0.827317,-0.121308,0.121308,0.000000,0.000000
235,hinh-nen-ashe-dep-1.jpg,2761.500,14.700,page-turning,3,,,0.767687,0.829088,-0.090271,0.090271,-0.090271,0.090271
236,hinh-nen-ahri-dep-29.jpg,2776.200,8.700,gradient-wipe,3,,,0.800656,0.734058,0.137667,-0.137667,-0.137667,0.137667
237,hinh-anh-xin-zhao-3.jpg,2784.900,15.600,page-turning,3,,,0.795525,0.909085,0.073926,-0.073926,0.079657,-0.079657
238,hinh-anh-lien-quan-5.jpg,2800.500,8.900,flip-ii,3,,,0.824656,0.824656,0.000000,0.000000,-0.107639,0.107639
239,10.jpg,2809.400,14.800,split,3,,,0.807847,0.871861,-0.075387,0.075387,0.075387,-0.075387
240,hinh-nen-game-dua-xe_061016577.jpg,2824.200,7.700,glitch,3,,,0.889596,0.775030,0.000000,0.000000,0.000000,0.000000
241,15.jpeg,2831.900,7.800,dissolve-ii,3,,,0.750452,0.883732,0.000000,0.000000,0.000000,0.000000
242,hinh-nen-ahri-dep-21.jpg,2839.700,8.900,dissolve-ii,3,,,0.823687,0.823687,-0.088552,0.088552,0.000000,0.000000
243,c1ed8d96638b175a77accb483041e7d8.jpg,2848.600,9.700,shutter,3,,,0.751737,0.863937,-0.107953,0.107953,-0.107953,0.107953
244,hinh-anh-xin-zhao-9.jpg,2858.300,7.600,blur,3,,,0.856858,0.760086,0.088153,-0.088153,-0.088153,0.088153
245,hinh-anh-nen-hd-tuong-lol-cao-chin-duoi-cuc-dep_034645662.jpg,2865.900,13.700,flip-ii,3,,,0.770183,0.906832,0.075043,-0.075043,0.075043,-0.075043
246,18.jpg,2879.600,15.600,black-fade,3,,,0.791392,0.791392,0.000000,0.000000,-0.132989,0.132989
247,hinh-anh-lien-quan-70.jpg,2895.200,10.400,page-turning,3,,,0.831353,0.897417,-0.060188,0.060188,0.064270,-0.064270
248,hinh-nen-anime-cho-may-tinh_092518501.jpg,2905.600,7.700,page-turning,3,,,0.914982,0.815742,0.000000,0.000000,0.000000,0.000000
249,hinh-anh-xin-zhao-24.jpg,2913.300,7.800,dissolve,3,,,0.721141,0.838344,0.000000,0.000000,0.000000,0.000000
250,hinh-nen-hacker-anonymous_013826563.jpg,2921.100,10.200,page-turning,3,,,0.741959,0.741959,-0.201090,0.201090,0.000000,0.000000
251,hinh-nen-cf-dep-16.jpg,2931.300,11.600,split,3,,,0.729615,0.867331,-0.090813,0.090813,-0.090813,0.090813
252,hinh-nen-lol-chien-thang-vinh-danh_034655787.jpg,2942.900,11.800,gradient-wipe,3,,,0.905244,0.767899,0.076505,-0.076505,-0.076505,0.076505
253,hinh-nen-game-dep-nhat_061015827.jpg,2954.700,9.800,dissolve,3,,,0.756597,0.832812,0.096428,-0.096428,0.096428,-0.096428
254,hinh-nen-cf-dep-2.jpg,2964.500,12.200,gradient-wipe,3,,,0.850321,0.850321,0.000000,0.000000,-0.105433,0.105433
255,hinh-nen-dragon-ball-rat-dep-songoku-toc-xanh_111009616.jpg,2976.700,15.200,blur,3,,,0.809677,0.906938,-0.042346,0.042346,0.042346,-0.042346
256,hinh-nen-truy-kich-CrossFire-3.jpg,2991.900,13.700,whirlpool,3,,,0.821250,0.746080,0.000000,0.000000,0.000000,0.000000
257,hinh-nen-ashe-dep-7.jpg,3005.600,12.700,black-fade,3,,,0.811068,0.882709,0.000000,0.000000,0.000000,0.000000
258,hinh-anh-miss-fortune-48.jpg,3018.300,11.500,dissolve,3,,,0.816700,0.816700,-0.137439,0.137439,0.000000,0.000000
259,20.jpg,3029.800,10.900,dissolve-ii,3,,,0.842479,0.910494,-0.070158,0.070158,-0.070158,0.070158
260,hinh-nen-games-4.jpg,3040.700,13.900,shutter,3,,,0.873613,0.777049,0.089156,-0.089156,-0.089156,0.089156
261,hinh-nen-cf-dep-22.jpg,3054.600,16.900,whirlpool,3,,,0.728403,0.845042,0.074821,-0.074821,0.074821,-0.074821
262,anh-nen-3d-phi-hanh-gia-vu-tru-cho-may-tinh-1536x922.jpg,3071.500,11.100,dissolve-ii,3,,,0.890055,0.890055,0.000000,0.000000,-0.087421,0.087421
263,hinh-anh-xin-zhao-10.jpg,3082.600,16.900,blur,3,,,0.730355,0.839114,-0.119650,0.119650,0.119650,-0.119650
264,hinh-nen-game-buon_061015389.jpg,3099.500,13.900,black-fade,3,,,0.803195,0.732892,0.000000,0.000000,0.000000,0.000000
265,hinh-nen-game-dep-cho-may-tinh_061015717.jpg,3113.400,9.300,gradient-wipe,3,,,0.802784,0.917620,0.000000,0.000000,0.000000,0.000000
266,hinh-nen-game-dep-mat_061015780.jpg,3122.700,12.100,gradient-wipe,3,,,0.734429,0.734429,-0.126460,0.126460,0.000000,0.000000
267,phong-canh-thien-nhien-tuyet-dep-voi-cay-phong-la-do_085327165.jpg,3134.800,15.000,dissolve-ii,3,,,0.813203,0.889016,-0.089328,0.089328,-0.089328,0.089328
268,hinh-nen-pubg-dep-33.jpg,3149.800,12.000,black-fade,3,,,0.857694,0.784361,0.069298,-0.069298,-0.069298,0.069298
269,23.jpg,3161.800,10.300,dissolve-ii,3,,,0.745919,0.847196,0.077604,-0.077604,0.077604,-0.077604
270,hinh-nen-ashe-dep-6.jpg,3172.100,12.500,whirlpool,3,,,0.754310,0.754310,0.000000,0.000000,-0.184214,0.184214
271,hinh-nen-truy-kich-CrossFire-15.jpg,3184.600,10.500,blur,3,,,0.788236,0.917344,-0.054183,0.054183,0.054183,-0.054183
272,hinh-nen-ahri-dep-26.jpg,3195.100,15.000,flip-ii,3,,,0.907378,0.789998,0.000000,0.000000,0.000000,0.000000
273,hinh_nen_phong_canh (277).jpg,3210.100,8.200,page-turning,3,,,0.807329,0.900829,0.000000,0.000000,0.000000,0.000000
274,hinh-nen-cf-dep-11.jpg,3218.300,9.300,blur,3,,,0.791841,0.791841,-0.147838,0.147838,0.000000,0.000000
275,4.jpg,3227.600,11.900,gradient-wipe,3,,,0.777161,0.884165,-0.097947,0.097947,-0.097947,0.097947
276,25.jpg,3239.500,14.500,page-turning,3,,,0.850150,0.748633,0.117555,-0.117555,-0.122725,0.122725
277,hinh-anh-lien-quan-16.jpg,3254.000,9.200,split,3,,,0.728878,0.829160,0.139921,-0.139921,0.145185,-0.145185
278,hinh-anh-miss-fortune-8.jpg,3263.200,14.400,split,3,,,0.743938,0.743938,0.000000,0.000000,-0.194932,0.194932
279,hinh-anh-nen-hd-tuong-lol-cam-dao-cuc-dep_034644349.jpg,3277.600,9.800,glitch,3,,,0.753397,0.870667,-0.105683,0.105683,0.105683,-0.105683
280,5.png,3287.400,7.500,blur,3,,,0.903198,0.805243,0.000000,0.000000,0.000000,0.000000
281,hinh-anh-miss-fortune-40.jpg,3294.900,10.900,dissolve-ii,3,,,0.791090,0.880521,0.000000,0.000000,0.000000,0.000000
282,33.jpg,3305.800,7.700,blur,3,,,0.898830,0.898830,-0.084906,0.084906,0.000000,0.000000
283,hinh-nen-anime-attack-on-titan-cuc-dep_011945276.jpg,3313.500,13.800,dissolve,3,,,0.738467,0.829386,-0.105294,0.105294,-0.105294,0.105294
284,8.jpg,3327.300,7.800,whirlpool,3,,,0.919794,0.794390,0.064849,-0.064849,-0.064849,0.064849
285,hinh-nen-4k-khi-cau-scaled.jpg,3335.100,17.000,dissolve-ii,3,,,0.773898,0.905824,0.059150,-0.059150,0.059150,-0.059150
286,43.jpg,3352.100,15.800,dissolve,3,,,0.776296,0.776296,0.000000,0.000000,-0.163014,0.163014
287,hinh-nen-ahri-dep-17.jpg,3367.900,15.800,gradient-wipe,3,,,0.774985,0.884132,-0.074114,0.074114,0.074114,-0.074114
288,hinh-nen-cf-dep-19.jpg,3383.700,10.000,blur,3,,,0.807688,0.728473,0.000000,0.000000,0.000000,0.000000
289,hinh-nen-game-cao-boi_061015483.jpg,3393.700,13.500,gradient-wipe,3,,,0.778065,0.896093,0.000000,0.000000,0.000000,0.000000
290,hinh-nen-games-11.jpg,3407.200,11.700,flip-ii,3,,,0.897058,0.897058,-0.074537,0.074537,0.000000,0.000000
291,hinh-nen-game-mo-phong_061017671.jpg,3418.900,13.400,glitch,3,,,0.791990,0.916567,-0.047928,0.047928,-0.047928,0.047928
292,hinh-anh-xin-zhao-25.jpg,3432.300,11.500,dissolve,3,,,0.885113,0.765270,0.084051,-0.084051,-0.084051,0.084051
293,37.png,3443.800,12.400,blur,3,,,0.806971,0.883349,0.097373,-0.097373,0.097373,-0.097373
294,hinh-anh-lien-quan-30.jpg,3456.200,11.600,shutter,3,,,0.853706,0.853706,0.000000,0.000000,-0.081828,0.081828
295,hinh-nen-game-doc-dao_061016108.jpg,3467.800,10.300,split,3,,,0.793730,0.911736,-0.058496,0.058496,0.058496,-0.058496
296,hinh-nen-anime-dep_092518782.jpg,3478.100,16.900,dissolve-ii,3,,,0.905346,0.832048,0.000000,0.000000,0.000000,0.000000
297,0106_hinh-nen-4k-may-tinh12-scaled.jpg,3495.000,13.500,dissolve-ii,3,,,0.755440,0.849993,0.000000,0.000000,0.000000,0.000000
298,hinh-anh-xin-zhao-4.jpg,3508.500,16.300,black-fade,3,,,0.792088,0.792088,-0.170217,0.170217,0.000000,0.000000
299,hinh-nen-games-2.jpg,3524.800,12.800,split,3,,,0.819166,0.886925,-0.054324,0.054324,-0.054324,0.054324
300,hinh-anh-xin-zhao-23.jpg,3537.600,7.700,,3,,fade-out,0.900614,0.764997,0.064367,-0.064367,-0.064367,0.064367
